id,brand,car_model,type,desc,problem,datetime,status
480703,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台与BC柱异响,"H93,H15,",2020-06-05,处理反馈
480700,一汽-大众,速腾,2018款 180TSI 双离合 臻享版,一汽大众速腾发动机高压油泵异响要求解决,"A9,",2020-06-05,用户评分
480696,众泰汽车,众泰T600,2016款 1.5T  手动 尊贵型 运动版,众泰T600车身多处生锈鼓包影响美观,"H79,H81,",2020-06-05,处理反馈
480695,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车内多处异响要求解决,"H72,H15,",2020-06-05,用户评分
480692,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁低速行驶时车身共振,"H268,",2020-06-05,处理反馈
480689,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,阿特兹车内异响中控死机远光灯亮度不一致,"H134,H164,H82,",2020-06-05,处理反馈
480688,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台异响 天窗异响,"H89,",2020-06-05,用户评分
480687,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台异响 车身异响,"H93,H15,",2020-06-05,处理反馈
480684,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱位置存在异响,"H15,",2020-06-05,用户评分
480682,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹A柱B柱异响无法解决,"H15,",2020-06-05,处理反馈
480681,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机卡顿 车机系统与宣传不符,"H155,M279,",2020-06-05,处理反馈
480680,东风标致,标致2008,2014款 1.6L 手动 时尚版,东风标致2008质保期内烧机油不解决,"A63,",2020-06-05,信息审核
480677,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹AB柱异响4S店无法解决,"H15,",2020-06-05,用户评分
480676,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内异响严重要求处理,"H164,",2020-06-05,用户评分
480675,知豆电动车,知豆D1,2015款 标准型,知豆D1蓄电池故障4S店长期没有配件	,"N318,",2020-06-05,厂家受理
480674,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4不平路面行驶车内异响,"H164,I295,I281,",2020-06-05,用户评分
480673,上汽通用别克,昂科威,2014款 2.0T 自动 精英型 5座,别克昂科威天窗漏水导致车顶生锈,"H79,H90,I295,I297,Q350,",2020-06-05,用户评分
480671,众泰汽车,众泰SR7,2016款 1.5T CVT 魔方之门版 国IV,众泰SR7主驾座椅损坏变速箱异响,"B33,H169,",2020-06-05,处理反馈
480668,吉利汽车,博瑞,2015款 1.8T 旗舰型,吉利博瑞防冻液渗漏转向间隙大未解决,"A37,D337,H79,H168,I295,J300,",2020-06-05,处理反馈
480667,东风乘用车,风神A60,2016款 1.5L 手动 尊贵型,东风风神A60发动机启动后出现异响,"A38,",2020-06-05,信息审核
480664,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4不平路面车身多处异响,"H15,I295,",2020-06-05,用户评分
480663,华晨宝马,宝马3系,2013款 320i 2.0T 自动 运动设计套装,华晨宝马3系发动机气门室盖漏油严重,"A12,",2020-06-05,处理反馈
480662,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200充电机故障导致车辆无法充电,"H340,",2020-06-05,信息审核
480661,长安福特,福睿斯,2015款 1.5L 自动 时尚型,长安福特福睿斯启动马达无反应要求解决,"A44,",2020-06-05,用户评分
480660,上汽通用别克,凯越,2011款 1.6 自动 LE,别克凯越4S店更换仪表台收取工时费,"K307,",2020-06-05,处理反馈
480659,长城汽车,哈弗H5,2018款 2.0T 手动 四驱 尊贵型 经典版 柴油,哈弗H5保养时发现发动机机油增多,"A339,",2020-06-05,处理反馈
480657,云度新能源,云度π3,2018款 Pro 精英型,云度π3驱动控制器故障显示电池绝缘,"A346,",2020-06-05,处理反馈
480654,众泰汽车,众泰T600,2016款 1.5T 手动 尊贵型,众泰T600空调显示屏不清晰 4S店喷漆有色差,"H134,J303,",2020-06-05,处理反馈
480653,猎豹汽车,猎豹CS10,2017款 1.5T 手动 精英型,猎豹CS10原地转向和颠簸路面异响要求处理,"D59,I297,",2020-06-05,信息审核
480651,上汽通用别克,英朗,2019款 18T 自动 互联旗舰型 国Ⅴ,别克英朗原厂车机Carplay连接频繁故障,"H155,",2020-06-05,用户评分
480650,东风标致,标致4008,2017款 350THP 精英版,东风标致4008服务站未将保养记录上传,"J299,",2020-06-05,用户评分
480649,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 豪华型 三厢 国V,长安马自达昂克赛拉发动机故障灯亮,"A34,",2020-06-05,处理反馈
480647,吉利汽车,博越,2016款 1.8TD 自动 两驱 智联型,吉利博越车机系统无法联网无钥匙进入失效,"H155,H119,",2020-06-05,处理反馈
480643,东风雪铁龙,爱丽舍,2016款 1.6L 手动 时尚型,东风雪铁龙爱丽舍发动机严重烧机油,"A63,",2020-06-04,用户评分
480642,东风标致,标致206,2007款 1.6L 自动 睿动版,东风标致206行驶时雪地和运动模式闪烁,"B96,",2020-06-04,处理反馈
480641,江淮汽车,瑞风S7,2017款 2.0T 自动 豪华型,江淮瑞风S7变速箱顿挫 安全气囊故障,"B19,H170,H103,",2020-06-04,处理反馈
480639,上汽通用雪佛兰,科鲁兹,2011款 1.8 SE 自动,雪佛兰科鲁兹发动机气门室盖漏油质量差,"A12,O296,",2020-06-04,处理反馈
480638,长安汽车,长安CS75 PLUS,2020款 2.0T 自动 旗舰型,长安CS75 PLUS变速箱有漏油的现象,"B22,",2020-06-04,用户评分
480637,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派座垫开裂 4S店不予处理,"H168,H169,I295,",2020-06-04,用户评分
480636,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹ABC柱和天窗有异响,"H15,H89,",2020-06-04,用户评分
480635,上汽通用别克,威朗,2015款 20T 双离合 领先型,别克威朗中控显示屏闪烁影响正常使用,"H134,",2020-06-04,用户评分
480634,奇瑞汽车,奇瑞QQ3,2007款 0.8 手动 基本型,奇瑞QQ3车身多处有生锈腐蚀的现象,"H79,",2020-06-04,用户评分
480633,一汽吉林,森雅R9,2018款 1.2T 自动 尊贵智悦型,一汽吉林森雅R9发动机无法启动 故障灯亮,"A34,A44,",2020-06-04,信息审核
480632,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4行驶过程中AB柱有异响,"H15,H89,",2020-06-04,用户评分
480630,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4行驶过程中车顶有异响,"H134,H15,",2020-06-04,用户评分
480628,长安福特,蒙迪欧致胜,2011款 200 GTDi 时尚型,长安福特蒙迪欧致胜发动机熄火无法启动,"A14,A44,",2020-06-04,用户评分
480627,吉利汽车,吉利EC8,2011款 2.0L 自动 舒适版,吉利EC8仪表盘字迹显示模糊影响用车,"H202,",2020-06-04,处理反馈
480621,长安福特,蒙迪欧,2017款 EcoBoost 180 自动 时尚型,长安福特蒙迪欧节气门处有机油4S店不予解决,"A12,I295,",2020-06-04,处理反馈
480620,一汽-大众,T-ROC探歌,2020款 230TSI DSG 两驱 进取型,一汽大众探歌挂D挡时车辆无法行驶,"B334,H263,",2020-06-04,处理反馈
480619,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际备胎磨损车内氛围灯与宣传不符,"H157,M279,",2020-06-04,处理反馈
480618,奇瑞新能源,瑞虎3xe,2018款 480 畅行版,奇瑞瑞虎3xe空调压缩机多次故障导致不制冷,"H101,",2020-06-04,用户评分
480615,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶过程中B柱有异响,"H15,",2020-06-04,用户评分
480610,众泰汽车,众泰T600 Coupe,2017款 1.5T 自动 尊享型,众泰T600 Coupe大灯进水 多功能按键失灵,"H134,H88,",2020-06-04,处理反馈
480606,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹A柱B柱异响 中控异响,"H93,H15,",2020-06-04,处理反馈
480604,奇瑞汽车,艾瑞泽EX,2019款 1.5L 手动 青春版 国V,奇瑞艾瑞泽EX方向异响 车身生锈 换挡顿挫,"B19,D59,H79,",2020-06-04,用户评分
480603,东风标致,标致408,2014款 1.8L 自动 领先版,东风标致408气温较低时减震器异响严重,"G52,",2020-06-04,处理反馈
480601,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L开启空调后换挡延迟,"B69,",2020-06-04,信息审核
480599,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹A柱B柱及C柱异响,"H15,",2020-06-04,处理反馈
480598,MINI,MINI,2018款 1.5T ONE PLUS 五门版,MINI天窗开关故障售后维修无配件更换,"H192,",2020-06-04,信息审核
480597,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱及天窗异响,"A9,D59,H15,H89,",2020-06-04,处理反馈
480595,东风雪铁龙,雪铁龙C5,2017款 380THP 自动 豪华型,东风雪铁龙C5冷车启动后发动机异响,"A9,",2020-06-04,用户评分
480594,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景挂入倒挡后不踩油门无动力,"B334,",2020-06-04,处理反馈
480593,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,马自达阿特兹变速箱顿挫 中控及天窗异响,"B19,H93,H15,H89,",2020-06-04,处理反馈
480592,广汽本田,飞度,2018款 1.5L CVT 舒适版,广汽本田飞度车内异味严重一直无法解决,"H185,",2020-06-04,处理反馈
480591,上汽通用雪佛兰,科鲁兹,2012款 1.6 SE 手动,雪佛兰科鲁兹防冻液乳化存在安全隐患,"A191,",2020-06-04,处理反馈
480589,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响希望尽快解决,"H15,",2020-06-04,用户评分
480586,上汽通用别克,英朗,2019款 18T 自动 互联精英型 国VI,别克英朗中控仪表台及车门异响严重,"H72,H93,",2020-06-04,处理反馈
480584,上汽通用别克,凯越,2008款 1.6 手动 LE,别克凯越仪表台开裂 顶棚布全部脱落,"H176,H168,",2020-06-04,处理反馈
480583,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸车窗升降频繁出现故障,"H67,",2020-06-04,处理反馈
480582,北京现代,朗动,2013款 1.6L 自动 领先型,北京现代朗动中控显示器黑屏要求厂家处理,"H134,",2020-06-04,处理反馈
480581,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内异响 转向卡滞,"D123,H164,",2020-06-04,用户评分
480579,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408固特异轮胎开裂鼓包,"F100,",2020-06-04,用户评分
480578,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9变速箱二挡损坏无法正常使用,"B20,",2020-06-04,用户评分
480577,比亚迪,宋Pro,2019款 1.5T 自动 精英型,比亚迪宋Pro无隔音棉 胎压监测故障,"H203,Q322,",2020-06-04,处理反馈
480575,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞保养时发现防尘套漏油,"G51,G161,",2020-06-04,处理反馈
480574,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内及车身异响,"H164,H15,",2020-06-04,用户评分
480573,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹b柱异响 中控台异响,"H93,H15,",2020-06-04,处理反馈
480572,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台异响A柱异响,"H15,",2020-06-04,用户评分
480571,东风日产,奇骏,2019款 2.0L CVT 智联舒适版 5座 2WD,东风日产奇骏音响共振后雨刮器失灵,"H134,",2020-06-04,处理反馈
480570,陆风汽车,陆风X7,2015款 2.0T 全景尊贵版,陆风X7变速箱无法换挡机械部件损坏,"B334,B77,",2020-06-04,处理反馈
480569,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身内饰多处异响,"H164,H15,",2020-06-04,用户评分
480567,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱以及C柱异响,"H15,",2020-06-04,处理反馈
480566,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸排气管异响无法解决,"H31,",2020-06-04,处理反馈
480564,广汽丰田,凯美瑞,2010款 200G 2.0 自动 经典版,广汽丰田凯美瑞中控台出油反光开裂,"H176,",2020-06-04,用户评分
480563,奔驰（进口）,奔驰B级,2009款 2.0L CVT 200 时尚型,进口奔驰B级变速箱阀体故障出现顿挫,"B115,",2020-06-04,用户评分
480562,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾变速箱拖挡 加速动力,"B334,B69,",2020-06-04,处理反馈
480561,一汽马自达,马自达CX-4,2016款 2.5L 自动 四驱蓝天激情版,一汽马自达CX-4黑屏 刹车异响 打方向异响,"D59,E43,H134,",2020-06-04,处理反馈
480560,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身异响维修后无法解决,"H15,",2020-06-04,处理反馈
480558,一汽马自达,阿特兹,2020款 2.5L 蓝天至尊版,一汽马自达阿特兹车身后备箱车内异响,"H164,H15,H68,",2020-06-04,处理反馈
480556,奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 领潮版,奇瑞艾瑞泽5车身生锈存在严重质量问题,"H79,",2020-06-04,处理反馈
480553,长安汽车,逸动,2013款 1.6L 手动 舒适型 国V,长安逸动漆面多处出现锈蚀鼓包现象,"H79,H81,",2020-06-04,处理反馈
480552,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放变速箱异响顿挫开空调抖动,"B33,B19,H101,",2020-06-04,厂家受理
480550,上汽斯柯达,速派,2016款 TSI330 DSG 智行版,斯柯达速派车内异味严重希望厂家处理问题,"H185,",2020-06-04,处理反馈
480549,北京现代,现代ix35,2018款 2.0L 自动 两驱 智勇·畅享版,北京现代ix35转向异响更换方向管柱未解决,"D59,H233,J298,",2020-06-04,处理反馈
480548,长安汽车,长安欧尚A800,2017款 1.5T 自动 智尊型,长安欧尚A800例行保养无专用机油维护,"J299,N318,O354,",2020-06-04,用户评分
480547,北汽新能源,北汽新能源EX,2018款 EX360 新尚版,北汽新能源EX车载导航无法连接厂家未回复,"H155,I294,",2020-06-04,处理反馈
480545,一汽-大众,探岳,2019款 380TSI 四驱 尊贵型 国V,一汽大众探岳车灯有阴影希望厂家处理问题,"H82,",2020-06-04,用户评分
480541,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷车启动时发动机异响,"A9,",2020-06-04,处理反馈
480539,东风标致,标致508,2019款 508L 400THP PureTech 驾控版 国VI,东风标致508前轮左右摆臂严重生锈,"H79,",2020-06-04,厂家受理
480538,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408正式皮带掉毛发动机烧机油,"A63,A336,Q322,",2020-06-04,用户评分
480537,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408冷车时减震器异响严重,"G52,",2020-06-04,处理反馈
480536,上汽大众,帕萨特,2011款 新PASSAT 1.8TSI DSG 至尊版,上汽大众帕萨特变速箱异响存在质量问题,"B33,",2020-06-04,处理反馈
480535,上汽通用别克,昂科拉GX,2020款 20T CVT 两驱 舒适型,别克昂科拉GX后备箱打不开手刹不灵,"E159,H68,",2020-06-04,处理反馈
480534,广汽乘用车,传祺GS8,2017款 320T 两驱 豪华智联版（七座）,广汽传祺GS8冷却液无故减少要求处理,"A37,",2020-06-04,用户评分
480533,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L大灯报警 屏幕失灵,"H134,H64,",2020-06-04,信息审核
480532,北京现代,菲斯塔,2019款 280TGDi 智享版 国VI,北京现代菲斯塔变速箱离合器异响严重,"B33,C65,",2020-06-04,用户评分
480531,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内异响一直未解决,"H164,",2020-06-04,处理反馈
480530,华晨中华,中华V7,2018款 280T DCT 豪华型 5座,华晨中华V7三角臂与半轴皮套无配件,"N318,",2020-06-04,用户评分
480528,一汽-大众,高尔夫,2017款 230TSI 自动 舒适百万辆纪念版,一汽大众高尔夫变速箱挡杆损坏导致故障灯亮,"B96,B184,",2020-06-04,处理反馈
480527,东风小康,风光580,2017款 1.5T CVT 豪华型 改款,东风风光580电子手刹无法解除希望处理,"E159,",2020-06-04,处理反馈
480526,上汽通用别克,君威,2019款 20T 精英型 国VI,别克君威新车变速箱漏油希望尽快处理,"B22,",2020-06-04,处理反馈
480525,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4车身异响严重希望处理,"H15,",2020-06-04,处理反馈
480524,长安汽车,尼欧Ⅱ,2019款 灵动型,长安尼欧Ⅱ动力电池断电存在安全隐患,"H146,",2020-06-04,厂家受理
480521,奔驰（进口）,奔驰A级（进口）,2011款 1.5L  CVT 160,进口奔驰A级突然减速变速箱不能换挡,"B20,J298,",2020-06-04,处理反馈
480519,华晨中华,中华V7,2018款 280T DCT 旗舰型 5座,中华V7变速箱跳挡电瓶亏电 4S店与厂家推脱	,"B27,H146,I281,",2020-06-04,信息审核
480516,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内与中控台异响严重,"H185,H93,",2020-06-04,用户评分
480515,江铃福特,领界,2019款 EcoBoost 145 CVT 48V 尊领型 国VI,江铃福特领界发动机故障灯亮要求处理,"A34,",2020-06-04,处理反馈
480514,上汽通用别克,英朗,2012款 1.6T 自动 时尚运动型 XT,别克英朗蒸发箱设计缺陷被高温烤碎,"A191,",2020-06-04,处理反馈
480513,一汽吉林,森雅R9,2018款 1.2T 自动 尊贵智悦型,一汽吉林森雅R7事故车经销商没有修好,"J303,",2020-06-04,信息审核
480510,东风悦达起亚,KX3傲跑,2017款 1.6L 自动 傲雅版,东风悦达起亚KX3后保险杠开裂要求处理,"H168,",2020-06-04,用户评分
480509,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4新车发动机故障灯报警,"A34,",2020-06-04,用户评分
480508,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动两前大灯灯罩开裂不保修,"H220,",2020-06-04,用户评分
480507,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹A柱与B柱异响希望处理,"H15,",2020-06-04,处理反馈
480504,东风标致,标致3008,2013款 1.6T 自动 THP至尚版,东风标致3008空调压缩机不制冷 发动机异响,"A9,H101,",2020-06-04,处理反馈
480503,东风日产,蓝鸟,2016款 1.6L CVT 智酷版,东风日产蓝鸟互联偶尔失灵 车机断电,"H134,H155,H220,",2020-06-04,处理反馈
480501,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹天窗与B柱异响严重,"H164,H89,",2020-06-04,处理反馈
480500,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4 A柱B柱C柱及中控异响,"H93,H15,",2020-06-04,处理反馈
480499,广汽菲克Jeep,指南者,2017款 200TS 自动 高性能四驱版,广汽菲克Jeep指南者烧机油厂家推诿未解决,"A63,I281,",2020-06-04,厂家受理
480498,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹全车多处异响希望解决,"H15,",2020-06-04,用户评分
480495,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9保修期内变速箱频繁故障,"B96,",2020-06-04,用户评分
480492,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹B柱异响 后备箱异响,"H15,",2020-06-04,处理反馈
480491,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾低速或原地转向异响,"D59,",2020-06-04,处理反馈
480489,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹A柱异响 车顶异响,"H15,",2020-06-04,处理反馈
480487,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷启动时发动机异响,"A9,",2020-06-04,处理反馈
480485,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱及天窗异响,"H15,H89,",2020-06-04,处理反馈
480482,上汽通用别克,昂科威,2016款 28T 自动 四驱精英型,别克昂科威后差速器左侧油封漏油不保修,"G124,I297,",2020-06-04,处理反馈
480481,长安汽车,长安欧尚A600,2017款 1.5L 手动 标准型,长安欧尚A600主驾驶位置有螺丝脱落,"H168,",2020-06-04,处理反馈
480478,领克汽车,领克03,2018款 1.5TD DCT 劲Pro版 国V,领克03车辆360影像显示画面变形,"H134,",2020-06-04,处理反馈
480477,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱异响 中控异响,"H268,H93,",2020-06-04,处理反馈
480476,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身以及车内异响,"H164,H15,",2020-06-04,用户评分
480475,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳油泵接头渗油希望尽快处理,"A12,",2020-06-04,处理反馈
480473,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408后桥异响4S店未处理,"G158,I295,I297,",2020-06-04,处理反馈
480472,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内多处异响未解决,"H164,I295,",2020-06-04,用户评分
480471,东风标致,标致5008,2017款 380THP 精英版 7座,东风标致5008轮毂腐蚀希望尽快处理,"H243,",2020-06-04,处理反馈
480470,东风裕隆,优6 SUV,2017款 1.6T 新创型 改款,纳智捷优6 SUV涡轮增压器异响要求处理,"A189,",2020-06-04,厂家受理
480469,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国VI,广汽丰田凯美瑞4S店喷漆水平极差,"J303,",2020-06-04,用户评分
480468,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越A柱风噪大 车机系统无法升级,"H144,L314,",2020-06-04,处理反馈
480466,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹ABC柱异响 中控异响,"H93,H15,",2020-06-04,处理反馈
480465,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱及C柱位置异响,"H15,",2020-06-04,用户评分
480464,奥迪（进口）,奥迪Q7,2019款 45 TFSI 舒适型,进口奥迪Q7空调严重化学异味希望尽快解决,"H121,",2020-06-04,信息审核
480463,广汽丰田,凯美瑞,2012款 凯美瑞 2.5G 自动 豪华版,广汽丰田凯美瑞半轴防尘套漏油严重,"G51,",2020-06-04,处理反馈
480461,北京现代,悦动,2018款 1.6L 自动 悦目版 GL 国VI,北京现代悦动发动机启动困难希望厂家处理,"A44,",2020-06-04,处理反馈
480459,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹A柱B柱及中控异响,"H93,H15,",2020-06-04,用户评分
480458,上汽通用凯迪拉克,凯迪拉克XT5,2020款 28T 四驱 豪华型,凯迪拉克XTS转向刹车失效不予退车,"O296,O305,",2020-06-04,处理反馈
480456,长安马自达,马自达3 昂克赛拉,2019款 云控版 三厢 1.5L 自动 舒适型 国VI,长安马自达昂克赛拉4S店维修时车漆剐蹭受损,"I295,I281,J304,",2020-06-04,处理反馈
480455,北汽银翔,幻速S5,2017款 1.3T 手动 尊贵型,北汽幻速S5球笼套漏油ABS泵故障维修无配件,"E74,G161,N318,",2020-06-04,信息审核
480453,长城汽车,长城C30,2013款 1.5L 手动 豪华型,长城C30车身漆面生锈4S店不解决,"H79,H81,I295,",2020-06-04,处理反馈
480452,上汽通用别克,英朗,2018款 18T 自动 精英型,别克英朗蓄电池故障导致发动机无法启动,"H146,",2020-06-04,处理反馈
480450,上汽通用别克,别克GL6,2019款 18T 互联尊贵型 6座 国VI,别克GL6发动机冷启动异响支撑杆磨损车漆,"A9,H68,I295,I294,I282,",2020-06-04,用户评分
480449,沃尔沃亚太,沃尔沃S60,2020款 T3 智行豪华版,亚太沃尔沃S60发动机启动困难希望厂家处理,"A44,",2020-06-04,处理反馈
480448,奇瑞汽车,捷途X70,2018款 1.5T 手动 悦行版,捷途X70保养时加入机油售后操作不规范,"J299,",2020-06-04,处理反馈
480447,长安福特,福睿斯,2017款 1.5L 手动 舒适型,长安福特福睿斯大梁生锈希望厂家处理,"H79,",2020-06-04,用户评分
480446,东风风度,途逸,轻型普通货车,东风途逸发动机动力不足容易出现熄火,"A14,A44,A255,",2020-06-04,信息审核
480445,东风雪铁龙,雪铁龙C4L,2014款 1.8L 手动 智驱版 劲智型,东风雪铁龙C4L打方向沉重松动有间隙,"D156,D337,",2020-06-04,处理反馈
480444,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200中控显示屏黑屏存在质量问题,"H134,",2020-06-04,信息审核
480440,长安福特,福克斯,2015款 1.6L 自动 舒适型 三厢,长安福特福克斯踩油门时变速箱抖动,"B95,",2020-06-04,处理反馈
480439,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌变速箱顿挫厂家推诿未解决,"B19,I295,I281,",2020-06-04,处理反馈
480438,上汽通用别克,威朗,2019款 20T 双离合 领先型 三厢,别克威朗电池亏电导致发动机无法启动,"H146,",2020-06-04,处理反馈
480437,一汽丰田,卡罗拉,2017款 1.6L S-CVT GL 改款,一汽丰田卡罗拉车辆信息存在维修记录,"M284,",2020-06-04,厂家受理
480433,北京现代,悦动,2018款 1.6L 自动 悦目版 GL 国V,北京现代悦动发动机启动困难升级程序未解决,"A44,J301,",2020-06-04,处理反馈
480430,比亚迪,秦新能源,2015款 1.5T 双离合 双冠旗舰版,比亚迪秦新能源续航里程衰退厂家不解决,"H343,I295,I297,",2020-06-04,处理反馈
480429,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱异响厂家未解决,"H164,H15,",2020-06-04,用户评分
480428,广汽乘用车,传祺GS4,2020款 270T 自动 智联科技版,广汽传祺GS4行驶中方向跑偏维修未解决,"G117,",2020-06-04,处理反馈
480427,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身AB柱及天窗异响,"H164,H15,H89,",2020-06-04,处理反馈
480426,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾坡道辅助功能失效要求厂家解决,"H170,M279,",2020-06-04,处理反馈
480425,上汽通用五菱,宝骏530,2019款 1.5T CVT 豪华型 7座 国V,宝骏530空调不制冷售后未解决问题,"H101,",2020-06-04,处理反馈
480423,长安福特,嘉年华,2014款 1.0 劲动型 GTDi  两厢,长安福特嘉年华低速加油车抖动厉害,"C87,I297,J298,",2020-06-04,处理反馈
480421,北京现代,瑞纳,2011款 1.4L 手动 舒适型 GS 两厢,北京现代瑞纳车身侧裙生锈希望厂家质保,"H79,",2020-06-04,用户评分
480420,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车内多处异响厂家未回复,"H134,H93,H15,I294,",2020-06-04,用户评分
480419,上汽通用凯迪拉克,凯迪拉克CT5,2020款 28T 铂金运动版,凯迪拉克CT5变速箱异响售后未解决问题,"B33,",2020-06-04,用户评分
